,id,text
207,1535478630234456064,like
208,1535478599838334976,like
209,1535478575326851072,something like?
210,1535478362910564352,imagine being satoshi 🤣
211,1535478250025021441,"😎
Satoshi
(pictured)"
212,1535478099114020870,✨
213,1535478064745918465,*
214,1535478041391951873,*T*
215,1535478010375045120,*T
216,1535477947447926784,NFT
217,1535477074877509634,ferrisbulerbrucealmighty
218,1535476904219664384,ez clap 👏
219,1535474468562210817,walking contradiction
220,1535474014285484032,https://t.co/8UBzbj8HJB
221,1535473160044154880,https://t.co/iCSwONYdFC
222,1535473122400317440,*
223,1535473052552572928,live laugh love
224,1535472960563163136,"love
laugh
clap
peace
wave"
225,1535472834427768832,❤️🤣👏✌️👋
226,1535471832249225217,let’s just call it a happy accident on move on now
227,1535471666360246272,I guess it was satoshi’s idea all along? 🤔
228,1535471476966449152,warning sign
229,1535471167049371649,*closed alpha
230,1535471120790347777,open alpha
231,1535471045636870144,"Want to check out the meditation app Waking Up with me? You’ll get free unlimited access for 30 days.

https://t.co/BaNkzcHI8Q"
232,1535470480345292801,🎟 welcome 2 my place 😎
233,1535470368189603840,or maybe just tired lol
234,1535470331405643776,hangry?
235,1535470305728073729,ow my tummy
236,1535470181773848577,ops I meant to use my alt for that one 🤫
237,1535470103088680960,everybody plays fox in SSBM
238,1535470059602137088,in the year 20XX…
239,1535469843008278528,imagine only posting satire?
240,1535469777258287104,I prefer geocities personally
241,1535469689429577728,https://t.co/CWcrGEMkaw
242,1535469552410038277,so on brand for me amiriteguys?
243,1535469489738788864,💡
244,1535469456519880705,nightlight
245,1535469423263264768,self fulfilling prophecy 🤯
246,1535469320066588673,LOL
247,1535469205922861056,"they are VV important though 
imagine the chaos w/o them?
lol"
248,1535469075928715264,(by twitter admins btw 😤😖)
249,1535468969057931264,*response deleted*
250,1535468881845686277,🤣😎🥳🥰
251,1535468771967545345,maybe squint harder?
252,1535468726165729280,the big picture kind of looks like a sign wave right?
253,1535468605495619585,https://t.co/EDYQoBUhWy
254,1535468527716446210,my favorite movie is star wars episode 1
255,1535468466588684289,😎
256,1535468431696203777,25 year long song
257,1535468397227479042,"“early on” LOL
not for me pal"
258,1535468256793751552,oh man this one will be a banger
259,1535468189785595904,my job is perfect for me but having to go in is so stressful 😞
260,1535467979248349184,*personal canon
261,1535467927339606016,I’m literally one dude who has canon work tomorrow night lol
262,1535467789632212992,this PFP is a doodle by some rando from 2029 (no offense)
263,1535467611634339840,my B react when? 🤔
264,1535467437608423424,what was the bot% again btw?
265,1535467296046477312,I’m so proud of you (hug)
266,1535467217461997569,good try 🥹
267,1535467167944101891,imagine being smarter than me 🤔
268,1535467066693562373,I had having Officially Diagnosed ADHD
269,1535466869364170753,maybe just ask siri?
270,1535466825621839872,just be real with me for 1 dm convo 🥹
271,1535466656993931265,I will respond to a tweet from @elonmusk in DMs with my home address
272,1535466518040875009,any single pancake havers?
273,1535466326189232128,imagine losing USD 🤣
274,1535466201178025984,"*Santa Barbara, CA"
275,1535466136405307393,believe it or not I loved being a dominoes delivery driver in SBLA
276,1535466038514442240,my sense of humor ™️
277,1535465939973459969,the new abnormal is my favorite newest strokes album
278,1535465873061818369,lol
279,1535465850865520640,canon anagrams?
280,1535465801007759360,testlatweet
281,1535465600281022464,got you again!
282,1535465562981081088,jk it’s 🤯
283,1535465525102276609,🫠
284,1535465485130534913,the new dumb idea emoji
285,1535465437000912898,🤯
286,1535465352309526529,headlines
287,1535465174773030912,travis scott meal
288,1535465137796091905,time stamp 😎
289,1535465075330326528,😎
290,1535465039875887107,I’m happy to work 😴
291,1535464962457366528,the second I show up
292,1535464928508715008,don’t get me wrong I love my job
293,1535464778742652928,stolen from my iPhone auto correct?
294,1535464694709817344,😅
295,1535464653957959680,okay well if i can get me out here i’ll i would like a time lol
296,1535464569262354435,how do you spell the again?
297,1535464476912193536,John Cena looks like a hottie2 me
298,1535464354178400256,😂
299,1535464213497274368,for all of us 🥹✨
300,1535464120295694337,*meme
301,1535464094018379777,4 the may may
302,1535464005304692737,the man the myth the legend 😎
303,1535463839193391106,&lt;3
304,1535463795820097536,I appreciate all the help 🥹
305,1535463747006803968,believe me when I say
306,1535463697685962752,how mush for twitter? @elonmusk
307,1535463554123370497,tweet
308,1535463530245201921,night
309,1535463505280741377,good
310,1535463288590376960,lower case
311,1535463227466784768,I
312,1535463202116407296,! i
313,1535463166947123200,lol!
314,1535463140959277057,soup
315,1535463096856195072,soup droppers?
316,1535463017877450752,pre tense
317,1535462770430210048,never met satoshi
318,1535462730781511680,oh satoshi
319,1535462702314770432,so you don’t have to
320,1535462496827387904,human AI brainwasher
321,1535462429408100354,oh
322,1535462392930263041,🤔
323,1535462365860204544,satoshi?
324,1535462320280768512,sosumi
325,1535462277532377088,so sue me
326,1535462203490332672,not my finest work 😞
327,1535462128294891520,art
328,1535461678560645120,T R U E !
329,1535461631731175424,0 followers when tweeted
330,1535461530417758210,tiffany blue
331,1535461461648060416,🤣
332,1535461411744124929,careful the bleeding edge can be sharp like a traditional katana
333,1535461317263257600,aloha handshake 🤔
334,1535461254696882176,olive branch hand shake
335,1535461182147993600,😂
336,1535461140569870337,any agre’er’s in chat?
337,1535460977272975361,huh?
338,1535460951973015552,they grow up so fast
339,1535460915344048129,🥹
340,1535460837246537729,or at least give it their best college try
341,1535460786683842560,just try and let your future self forgive me
342,1535460706799132672,just messing with you
343,1535460637492424704,😉😘
344,1535460584497422336,🚨rabbit hole alert🚨
345,1535460487072079872,creative space
346,1535460366452289536,(I told you to be careful) lol
347,1535460293064634368,the sound of one hand clapping
348,1535460266539790336,when can I just sell my tweets as NFTs? 🤔
349,1535460185182904320,basic common knowledge
350,1535460130912841728,be careful if you decide you want to be the rabbit hole you want to see in the world
351,1535459967238492160,my best advice in my own humble imho
352,1535459075869143040,first!
353,1535459004863852544,*movie
354,1535458961750491136,I'm totally like that guy in the movies holes huh
355,1535458938384093184,https://t.co/IM60KxjXgl
356,1535458763498344449,alone in my room irl rn
357,1535458718418018304,"says ""I come in peace"""
358,1535458527409369088,🤯
359,1535458436225191936,https://t.co/ut6I6RTUGV
360,1535458431405916160,hello world!
361,1535458331375960065,hands off instruction
362,1535458234466590720,imagine stealing every bitcoin with you’re mind? 🤔
363,1535458122495496192,😈
364,1535458069001342977,4 my next trick I will…
365,1535457862515798016,not joking lol
366,1535457821105434625,"runners' high?
(stolen from random twitter spaces room?"
367,1535457660090232833,if I scare you it might end up being on accident and for your own good?
368,1535457575927283712,https://t.co/nUjUP4JFzd
369,1535457502044643328,instead
370,1535457469899583490,I wish they just let them make
371,1535457395723616256,https://t.co/iOngDgA2Ms
372,1535457249451159552,album version is better lol 🤫
373,1535457147462352897,"ADULTS ONLY VIDEO OR CENSOR ENDING
Boombox (ft. Julian Casablancas) https://t.co/hfdxHnEeHv via @YouTube"
374,1535456995834142721,https://t.co/fRZbQmbVEw
375,1535456844889530368,https://t.co/PP2h4LJWFg
376,1535456572226228224,✨
377,1535456543038066688,👀
378,1535456515749859328,What's happening? 👀
379,1535456360288034816,😅
380,1535456228633063425,😂 jk
381,1535456180117549056,imagine still using emojis 🤣😇
382,1535456174555815936,I wish I got fired from my job for a million dollars on good terms w/o burned bridges forever w/ you &lt;3
383,1535456013846925312,https://t.co/MOpe9JquO0
384,1535455913259085825,sad video inc (do not watch)
385,1535455829805043712,any dance partners?
386,1535455783718047744,any mouth watchers?👀
387,1535455601756495872,🙊
388,1535455512602374144,every house
389,1535455494344540160,a penny for your time
390,1535455486216003584,food
391,1535455405853188098,maybe not for me but by them ~ 🎶
392,1535455220129419264,https://t.co/ctwu7bTBBI
393,1535455140424974337,(the wink is implied)
394,1535455083839623174,I'll trade you this link for a blank check 😉
395,1535454964322951168,sun glasses emoji
396,1535454777085030402,https://t.co/r2IWueZm4I
397,1535454679114452992,technical jokes?
398,1535454651260121088,lol
399,1535454582024724480,https://t.co/JPETWbClcJ
400,1535454374389878785,me neither
401,1535454249596792832,"remember when my name was ""noumenon""ish?"
402,1535454227824119808,😎lol
403,1535454101378506752,😎
404,1535454097410695168,my new favorite emoji🚡
405,1535453990267129857,couldn't be me
406,1535453946143092737,💕🤝
407,1535453938870210560,imagine hitting different lol
408,1535453770850525189,can't wait to make my first 2nd friend w/U
409,1535453759010066432,😎
410,1535453581049901056,if not now maybe later
411,1535453513328734209,believe it or not tweeting is my specialty
412,1535453371015917568,😎
413,1535453318222188549,no dumb questions
414,1535453275553533954,"can somebody explain bitcoin to me like I'm 5 please?
dms are open 😉
or just reply to this tweet
remember"
415,1535453023438135296,🤭😊🥲😋😌🥳
416,1535452880567603201,at the end you'll realize I've actually only said one thing AND IT'S ABOUT
417,1535452723155324928,😅
418,1535452577684332544,thinking face
419,1535452542477271040,"what's an (""mf""er?)"
420,1535452233088659456,not satoshi buy me a hangnail to find out more
421,1535452103807684608,https://t.co/LGQ6c0bbDR
422,1535451980918755328,?
423,1535451746536804352,still waiting for free postmates pancakes
424,1535451291077337090,😎
425,1535451260165337088,😎
426,1535451234936582145,picture of funny spanish teacher in spanish 2 book
427,1535450870220873730,the strokes
428,1535450845524811777,maybe not for me but for them 🎶
429,1535450773181456384,(stolen from the past spanish teacher)
430,1535450688624283648,😎
431,1535450658089730049,bro you write like a shoeshine
432,1535450598098673664,i’ll pick your brain for a shoeshine 🤝
433,1535450449150550016,how much for a 1 night stay in the best Swedish prison?
434,1535449969934487552,follow 4 follow 🤞🫰
435,1535449825528885249,just an open question for the floor 😎
436,1535449732427919360,saudade for Brazilians?
437,1535449662722740224,you were here https://t.co/SAQ5pkJhdu
438,1535449316474507265,lol?
439,1535449194269245442,lol
440,1535449178444210176,v busy rn tying up loose ends
441,1535448385812959232,kanon-19? 🤔
442,1535448265805639680,😎
443,1535448245895241730,I come in peace ong fr this time
444,1535448123690037249,😎
445,1535448101711843329,feel free to tweet from my handle if you think of something funny
446,1535447759435599872,dang this line is longer than I thought lol
447,1535446779482624000,what if there was 1 first (truly recursive) canon coincidence?
448,1535446497336053760,lol best pancake of all time is worth 69 billion dollars and 420 cents
449,1535446235196231682,🥰 imagining feeling seen atm 4 U
450,1535446140597858304,finally they made my favorite podcast so far!
451,1535446013569167360,on accident stg ong
452,1535445935278346240,OG alpha beta lol 😎
453,1535445834115915776,family small in person cult
454,1535445362017640449,😎
455,1535445338680504320,alright class please take out your 1 page etch a sketch dictionary one last time
456,1535445215489601536,personal noise floor atm
457,1535445093045260288,starstruck by lightning with no causalities and becoming not not real spider-man
458,1535444946148241408,language of respect?
459,1535444886366826496,now you’re speaking my language?
460,1535444831756877824,lol
461,1535444658213384192,😎
462,1535444591960215553,why&gt;@(time)
463,1535444403610714112,directors’ cut
464,1535444315610042368,but maybe start trying to imagine what it would feel like to imagine being happy with where you’re at right now
465,1535444084365533186,jk
466,1535444058679566338,jk
467,1535444036961439744,🤔🤨🧐🤨🧐🤨🧐🤨(🤔🙇‍♂️😴🫠😎🤣)
468,1535443764545630208,yeah you said it but why?
469,1535443745297952768,big mood moment
470,1535443596433707008,any mic droppers? 👀
471,1535443523104743424,😎
472,1535443501420163073,you won't believe me but I actually want to be a fly on the wall when I grow up
473,1535443354145566721,don't lose sleep over order of operations (save some for the rest of us lol)
474,1535443183672299520,😎
475,1535443154022715392,"👀hello (from the other side👀
lol 😂"
476,1535442515947450368,just call me old tired eyes (trustworthy)
477,1535442385131278338,all aboard (this is your captain speaking 😎)
478,1535442288578441216,fs fs
479,1535442173012824066,can all my friends Venmo me 0.01c USD for literally like 2 secons
480,1535441974165024769,can't stop the beat 👏
481,1535441890681552897,The Strokes - The Adults Are Talking (Official Video) https://t.co/4NqoCKxaCe via @YouTube (favorite song all time so far)
482,1535441561638424576,imagine having 2 imaginary happily married best parents ever but you used to not know for sure? 😉😆😎
483,1535441372299161600,https://t.co/4NqoCKxaCe
484,1535441307966971904,lol jk 😉😎
485,1535441247594196992,https://t.co/FXJLZPTN1Q
486,1535441104744484864,DM for direct line why dontcha
487,1535440911177396224,"maybe try taking me out to dinner first next time 😉
I don't bite 🥰"
488,1535440385056460800,people really do be playing old ass head ass games still smh my head 🙅
489,1535440178122092544,maybe work on movement before high dive bungee jumping off a (hot air balloon emoji) on fire with a blindfold on next time 🤪😉😘
490,1535439672612036608,new favorite song rn to retweet w/o watching
491,1535439596451946496,https://t.co/RwIIybKMWC
492,1535439493288775680,😎
493,1535439467405750273,any reference framers 👀
494,1535439254947438592,https://t.co/5SAc3JlowS
495,1535439066845458432,*retreats to favorite moment time song relation @age
496,1535439037363671041,rh rn
497,1535438705883721728,damn daniel
498,1535438356829466625,canon robin hood
499,1535438323967152129,at the end you’ll realize I stole every gift from everybody
500,1535438222506962944,non fungible infatuation
501,1535438021364834304,don’t fake laugh with me please 😞
502,1535437914561126400,couldn’t be me
503,1535437885045846016,imagine feeling seen lol
504,1535437848404406272,let’s help each other calm down if we’re excited (or angry) 😳
505,1535437454999597057,***** attitude 😳
506,1535437328319012864,a nice thing to say
507,1535437215492231168,well spoken king
508,1535437053806055424,I’m just trying to be cute(have autism) please be nice
509,1535436938575958017,🤭
510,1535436884146462720,appear muted
511,1535436876558921728,room reset
512,1535436768656302080,imagine getting mad at surprise parties lol
513,1535436765007208448,aloha back
514,1535436640461524992,"I'll Try Anything Once (Live From Electric Lady Studios for WRXP, New York) https://t.co/SFTAY5BCOI via @YouTube"
515,1535436426539479040,any magic compass believers in chat? 😎👀
516,1535436116802711552,the power of a good therapist
517,1535435649863385089,polite urgent matter release valve
518,1535435427204562944,the good bad trip
519,1535435260090978304,current happy place soundtrack
520,1535435148891566080,*was
521,1535435040099667968,it’s HARD TO EXPLAIN by the Strokes
522,1535434982507696128,"imagine shrugging off every experience on purpose forever 
couldn’t be me 
lol"
523,1535434902983696384,what a great time for our favorite song atm (good part(atm)only) machine machine lol 😎
524,1535434670111764481,all eyes on you👀🥰all eyes off me😍
525,1535434660406145025,just in case/time
526,1535434454851735552,👀
527,1535434328775086080,schtizo effective disorder lol glhf
528,1535434240933785600,👀maybe not for me but for them
529,1535434044456030215,my sweet spot 🥰
530,1535434019067768832,handset and grettle
531,1535433864515969024,white rabbit hole trail of breadcrumbs
532,1535433805372092416,big abundance moment lol true
533,1535433582939820032,close enough for me lol
534,1535433454376013825,🫠😎🥸🤓
535,1535433096744427520,why do less trained AIs perform better? 🤔
536,1535432967241101312,"imagine feeling seen for the first time?
couldn’t be me"
537,1535432826555756545,🫥(🙈🙉🙊) 👻😹😎
538,1535432661891551234,runners’ high
539,1535432262476476417,🫣
540,1535432103713681408,what if I’m right 😰
541,1535431940148318208,🙋from the other side
542,1535431850276990976,🥺🥰
543,1535431461704110081,again but gentle(with authentic humility this time🥺) 😎
544,1535431303981461504,window pane
545,1535430785007702016,present! 🥰😎
546,1535430675305639936,2 little 2 L8 lol
547,1535430554811633664,something that could’ve snapped me out of a bad bad habit at the time
548,1535430404395544576,and cool face havers? 😎👀
549,1535430384401362944,my therapist is actually a pet rock lol
550,1535430232429056000,addicted to treatment (of a kind nature) 😎 (mirror  neurons?)
551,1535430050379538432,what if you could learn perfect pitch as an adult? 🤔😎
552,1535429903092359168,just doing my job (salute without historical canon misconstructions(emojis))
553,1535429680467087360,at the expense of nobody
554,1535429537340657664,funny because it’s absurdly simply absurd I guess?
555,1535429401604521989,you’re not a mind reader yet? 🤔
556,1535429316799963136,did you try using find and replace?
557,1535429187044929537,embrace the (constraints) of the medium
558,1535429091779694593,what were weren’t weren’t missing (pictured above)
559,1535428960116350976,☯️
560,1535428902671200257,east v west
561,1535428818478899200,yang is kind of the opposite of this?
562,1535428741710553088,"sense of self shortcut
making up a reason to 
like something in the future based on the free sample"
563,1535428442149122048,most people love the strokes eventually just spend some time with me 🫤🌺✨☯️(🥰🤕)🔜☮️🤤(🥺😎)
564,1535427801045561346,just give it a couple years worth of replays you’ll see the magic trust
565,1535427693805678593,no accounting for taste lol
566,1535427547470565377,imagine having a delicious chefs choice acquired taste personality
567,1535426562559922176,😂😎
568,1535426530863554560,the typo was the joke lol
569,1535426188008599552,your kids will love it
570,1535426137538514945,I have the same question and am interested emoji
571,1535425705969717248,maybe i’ll just do it for the lulz instead 😂🤣💀😵🥰😎
572,1535425539132887041,emojis are body language lol
573,1535425460321955840,the every color emoji
574,1535425409591803904,loop closer
575,1535425364893130752,respect the medium
576,1535425303496970240,character limit
577,1535425268650680320,@chromawastakenwastakenwastaken
578,1535425053294141441,any excuse makers in chat? 👀
579,1535424756287033344,good deeds don’t need justification
580,1535424188202229761,courteous for others
581,1535424145743175680,unapologetically polite
582,1535424015363211265,not this time 😎
583,1535423961386799105,save 4 l8er 🐊
584,1535423875109904384,save for later
585,1535423603314872320,polite 🥰
586,1535423601859473409,everybody wins
587,1535423428424916992,using my inside voice
588,1535423387530457088,my inside voice
589,1535422914882699264,👀amiriteguys?👀
590,1535422706849488898,I HATE WORRYING ABOUT WORK TOMORROW
591,1535422511797522432,my sense of humor 🥰😍
592,1535422457141600256,penultimate senior year
593,1535422314203869185,yang💡polyglot
594,1535422146217840640,🥰
595,1535422033370025984,railroad switch
596,1535421890507862017,like learning mandarin by accident like a child without learning to read it as a mute
597,1535421694969409537,ancient Chinese secret ingredient
598,1535421562022612993,changing the last opinion I ever thought I would
599,1535421396095905792,what might I say next?
600,1535421202495176705,like Einstein seeing the l💡ght in the train
601,1535420793164660736,what might an AHA moment feel like? 🤔
602,1535420665930452992,my cutest personal thread
603,1535420601237614592,interesting autobiography
604,1535419406448111616,trail of breadcrumbs
605,1535419262956761088,forgetting everything on purpose as a hobby
606,1535419181742428160,😎🌺☯️✨🫠
607,1535415078027075584,interrupting cow who?
608,1535414777429692417,🌈🎆
609,1535414589604581382,worth 1 all nighter
610,1535414161861029889,proud of my past because of my present &amp; my future
611,1535407664435384321,https://t.co/VuufnnW1JD
612,1535366761473748992,#NewNFTProfilePic NFT by PavelTieriekhov https://t.co/dSi9qMTrKq
613,1535218866514690049,inviting drake was based king 🤴
614,1535215813484957696,aloha BTS army
615,1535215568562728960,window shopping
616,1535214518237687808,please respect the medium for the next 30 seconds and
617,1535214266717831168,V
618,1535213502842867713,personal spacetime to just do my own thing please
619,1535212306065285120,objectively better art
620,1535212259831492608,saccrine nostalgia
621,1535211071107047424,the last laugh
622,1535211047660859392,prosocial
623,1535210311841480704,*thee
624,1535210268648583168,"ohh hellooo I'm ""the best summary bot at them moment"""
625,1535208946574557184,T
626,1535207445554810880,so on brand lol!
627,1535205722320826368,don't kinkshame me
628,1535201908297633793,sunday best
629,1535201885312778240,near second best
630,1535201642349359105,The voidz-Dare I Care (Corona Capital) 2019 https://t.co/qCswmHuAAl via @YouTube
631,1535191234859323392,time travel doesn't exist
632,1535189389789126656,"shortcuts violate canon
you don't get that one yet
but you're kids are going to love it"
633,1535182805587464192,👀oldreliable✨
634,1535181929531682816,floating point canon
635,1535181210699214848,the amount of credit you can’t give me
636,1535180386858176512,canon self assured right side of history ggs?!!!!!!
637,1535178801981796352,Julian Casablancas - I Like the Night [best full version] https://t.co/UcUyqXYsGp via @YouTube
638,1535178613334716416,perfect DAY
639,1535178583315886081,party at my place starting right now
640,1535178489740918786,super nice people out here on the ground though
641,1535178413157146624,no great country of mine
642,1535178336032346112,simpson a predicted world without USA
643,1535178140896464896,Depression Jam - The Outro By The Voidz (Cover) https://t.co/5SAc3JlowS via @YouTube
644,1535178079064031233,"what is you favorite song?
pin it to your profile to share with your friends"
645,1535177779473285121,"I bet you look like an idiot rn it’s okay I feel worse lol 
sorry 😞 
☮️😇☮️😇☮️😇☮️🫠🥰😎😘🌈🤨🕊👀😜🤯😅🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨……… 🔜🥳"
646,1535177461155000322,*true friend 🥹
647,1535177407266574336,a friend who will wait in line for you
648,1535177356884598785,personal placeholder
649,1535177279608737792,past noon local time 😝
650,1535177106245636096,live streaming for the best friend you hope you meet one day ✨🔜being proud of yourself unconditionally 4evarandevar
651,1535175521658499072,worth
652,1535175482588553216,✨
